"","Municipio","Mesa","Cargo","Lista","Votos","VE","Year","Circuito"
"38872","JOAQUIN V. GONZALEZ",1491,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",116,"0",2007,"24B"
"38873","JOAQUIN V. GONZALEZ",1491,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",103,"0",2007,"24B"
"38876","JOAQUIN V. GONZALEZ",1491,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"24B"
"38877","JOAQUIN V. GONZALEZ",1491,"GOBERNADOR","CONCERTACION SALTENA",8,"0",2007,"24B"
"38878","JOAQUIN V. GONZALEZ",1491,"SENADOR","CONCERTACION SALTENA",8,"0",2007,"24B"
"38890","JOAQUIN V. GONZALEZ",1491,"GOBERNADOR","VOTOS EN BLANCO",10,"0",2007,"24B"
"38891","JOAQUIN V. GONZALEZ",1491,"SENADOR","VOTOS EN BLANCO",14,"0",2007,"24B"
"38924","SAN LORENZO",3306,"GOBERNADOR","PJ - FRE.JU.VI.",128,"1",2007,"4C"
"38925","SAN LORENZO",3306,"DIPUTADO","PJ - FRE.JU.VI.",78,"1",2007,"4C"
"38930","SAN LORENZO",3306,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",0,"1",2007,"4C"
"38934","SAN LORENZO",3306,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",38,"1",2007,"4C"
"38935","SAN LORENZO",3306,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"4C"
"38936","SAN LORENZO",3306,"DIPUTADO","PARTIDO HUMANISTA",0,"1",2007,"4C"
"38943","SAN LORENZO",3306,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"4C"
"38944","SAN LORENZO",3306,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"4C"
"38945","SAN LORENZO",3306,"DIPUTADO","FRENTE GRANDE",17,"1",2007,"4C"
"38960","SAN LORENZO",3306,"DIPUTADO","CORRIENTE PATRIA LIBRE",9,"1",2007,"4C"
"38968","SAN LORENZO",3306,"DIPUTADO","UNION VICTORIA POPULAR",0,"1",2007,"4C"
"38971","SAN LORENZO",3306,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"4C"
"38972","SAN LORENZO",3306,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"4C"
"38973","SAN LORENZO",3306,"GOBERNADOR","PARTIDO DEL OBRERO",0,"1",2007,"4C"
"38974","SAN LORENZO",3306,"DIPUTADO","PARTIDO DEL OBRERO",2,"1",2007,"4C"
"38977","SAN LORENZO",3306,"DIPUTADO","VECINOS UNIDOS",0,"1",2007,"4C"
"38978","SAN LORENZO",3306,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"1",2007,"4C"
"38979","SAN LORENZO",3306,"DIPUTADO","PARTIDO NUEVA GENERACION",2,"1",2007,"4C"
"38982","SAN LORENZO",3306,"GOBERNADOR","PROPUESTA SALTENA",119,"1",2007,"4C"
"38983","SAN LORENZO",3306,"DIPUTADO","PROPUESTA SALTENA",144,"1",2007,"4C"
"38990","SAN LORENZO",3306,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",85,"1",2007,"4C"
"38991","SAN LORENZO",3306,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",17,"1",2007,"4C"
"38994","SAN LORENZO",3306,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"4C"
"38995","SAN LORENZO",3306,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"4C"
"38996","SAN LORENZO",3306,"GOBERNADOR","CONCERTACION SALTENA",1,"1",2007,"4C"
"38997","SAN LORENZO",3306,"DIPUTADO","CONCERTACION SALTENA",1,"1",2007,"4C"
"39009","SAN LORENZO",3306,"GOBERNADOR","VOTOS EN BLANCO",6,"1",2007,"4C"
"39010","SAN LORENZO",3306,"DIPUTADO","VOTOS EN BLANCO",32,"1",2007,"4C"
"39043","GENERAL GUEMES",3451,"GOBERNADOR","PJ - FRE.JU.VI.",139,"0",2007,"12C"
"39044","GENERAL GUEMES",3451,"DIPUTADO","PJ - FRE.JU.VI.",93,"0",2007,"12C"
"39052","GENERAL GUEMES",3451,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"12C"
"39059","GENERAL GUEMES",3451,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"12C"
"39060","GENERAL GUEMES",3451,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"12C"
"39063","GENERAL GUEMES",3451,"DIPUTADO","FRENTE GRANDE",31,"0",2007,"12C"
"39088","GENERAL GUEMES",3451,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"12C"
"39089","GENERAL GUEMES",3451,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"12C"
"39092","GENERAL GUEMES",3451,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",84,"0",2007,"12C"
"39093","GENERAL GUEMES",3451,"GOBERNADOR","PARTIDO DEL OBRERO",2,"0",2007,"12C"
"39094","GENERAL GUEMES",3451,"DIPUTADO","PARTIDO DEL OBRERO",0,"0",2007,"12C"
"39096","GENERAL GUEMES",3451,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"12C"
"39099","GENERAL GUEMES",3451,"GOBERNADOR","PROPUESTA SALTENA",2,"0",2007,"12C"
"39100","GENERAL GUEMES",3451,"DIPUTADO","PROPUESTA SALTENA",0,"0",2007,"12C"
"39109","GENERAL GUEMES",3451,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",150,"0",2007,"12C"
"39110","GENERAL GUEMES",3451,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",42,"0",2007,"12C"
"39112","GENERAL GUEMES",3451,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"12C"
"39113","GENERAL GUEMES",3451,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12C"
"39114","GENERAL GUEMES",3451,"GOBERNADOR","CONCERTACION SALTENA",11,"0",2007,"12C"
"39115","GENERAL GUEMES",3451,"DIPUTADO","CONCERTACION SALTENA",12,"0",2007,"12C"
"39127","GENERAL GUEMES",3451,"GOBERNADOR","VOTOS EN BLANCO",27,"0",2007,"12C"
"39128","GENERAL GUEMES",3451,"DIPUTADO","VOTOS EN BLANCO",69,"0",2007,"12C"
"39161","GENERAL GUEMES",3453,"GOBERNADOR","PJ - FRE.JU.VI.",132,"0",2007,"12C"
"39162","GENERAL GUEMES",3453,"DIPUTADO","PJ - FRE.JU.VI.",69,"0",2007,"12C"
"39170","GENERAL GUEMES",3453,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"12C"
"39177","GENERAL GUEMES",3453,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"12C"
"39178","GENERAL GUEMES",3453,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"12C"
"39181","GENERAL GUEMES",3453,"DIPUTADO","FRENTE GRANDE",44,"0",2007,"12C"
"39206","GENERAL GUEMES",3453,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"12C"
"39207","GENERAL GUEMES",3453,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",4,"0",2007,"12C"
"39210","GENERAL GUEMES",3453,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",99,"0",2007,"12C"
"39211","GENERAL GUEMES",3453,"GOBERNADOR","PARTIDO DEL OBRERO",4,"0",2007,"12C"
"39212","GENERAL GUEMES",3453,"DIPUTADO","PARTIDO DEL OBRERO",1,"0",2007,"12C"
"39214","GENERAL GUEMES",3453,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"0",2007,"12C"
"39217","GENERAL GUEMES",3453,"GOBERNADOR","PROPUESTA SALTENA",3,"0",2007,"12C"
"39218","GENERAL GUEMES",3453,"DIPUTADO","PROPUESTA SALTENA",3,"0",2007,"12C"
"39227","GENERAL GUEMES",3453,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",158,"0",2007,"12C"
"39228","GENERAL GUEMES",3453,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",36,"0",2007,"12C"
"39230","GENERAL GUEMES",3453,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12C"
"39231","GENERAL GUEMES",3453,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12C"
"39232","GENERAL GUEMES",3453,"GOBERNADOR","CONCERTACION SALTENA",6,"0",2007,"12C"
"39233","GENERAL GUEMES",3453,"DIPUTADO","CONCERTACION SALTENA",15,"0",2007,"12C"
"39245","GENERAL GUEMES",3453,"GOBERNADOR","VOTOS EN BLANCO",14,"0",2007,"12C"
"39246","GENERAL GUEMES",3453,"DIPUTADO","VOTOS EN BLANCO",51,"0",2007,"12C"
"39278","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","PJ - FRE.JU.VI.",83,"0",2007,"28E"
"39279","RIVADAVIA BANDA NORTE",1527,"SENADOR","PJ - FRE.JU.VI.",84,"0",2007,"28E"
"39287","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"28E"
"39294","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"28E"
"39295","RIVADAVIA BANDA NORTE",1527,"SENADOR","FRENTE GRANDE",84,"0",2007,"28E"
"39320","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"28E"
"39322","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"28E"
"39324","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"28E"
"39327","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"28E"
"39332","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",92,"0",2007,"28E"
"39333","RIVADAVIA BANDA NORTE",1527,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",8,"0",2007,"28E"
"39336","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"28E"
"39337","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"28E"
"39347","RIVADAVIA BANDA NORTE",1527,"GOBERNADOR","VOTOS EN BLANCO",6,"0",2007,"28E"
"39348","RIVADAVIA BANDA NORTE",1527,"SENADOR","VOTOS EN BLANCO",6,"0",2007,"28E"
"39382","SALTA",3066,"GOBERNADOR","PJ - FRE.JU.VI.",125,"1",2007,"2B"
"39383","SALTA",3066,"DIPUTADO","PJ - FRE.JU.VI.",84,"1",2007,"2B"
"39388","SALTA",3066,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",3,"1",2007,"2B"
"39394","SALTA",3066,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",0,"1",2007,"2B"
"39396","SALTA",3066,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"2B"
"39397","SALTA",3066,"DIPUTADO","PARTIDO HUMANISTA",0,"1",2007,"2B"
"39406","SALTA",3066,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"2B"
"39407","SALTA",3066,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"2B"
"39410","SALTA",3066,"DIPUTADO","FRENTE GRANDE",33,"1",2007,"2B"
"39425","SALTA",3066,"DIPUTADO","CORRIENTE PATRIA LIBRE",23,"1",2007,"2B"
"39434","SALTA",3066,"DIPUTADO","UNION VICTORIA POPULAR",0,"1",2007,"2B"
"39438","SALTA",3066,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"2B"
"39439","SALTA",3066,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"2B"
"39443","SALTA",3066,"GOBERNADOR","PARTIDO DEL OBRERO",5,"1",2007,"2B"
"39444","SALTA",3066,"DIPUTADO","PARTIDO DEL OBRERO",9,"1",2007,"2B"
"39447","SALTA",3066,"DIPUTADO","VECINOS UNIDOS",5,"1",2007,"2B"
"39449","SALTA",3066,"GOBERNADOR","PARTIDO NUEVA GENERACION",3,"1",2007,"2B"
"39450","SALTA",3066,"DIPUTADO","PARTIDO NUEVA GENERACION",3,"1",2007,"2B"
"39455","SALTA",3066,"GOBERNADOR","PROPUESTA SALTENA",6,"1",2007,"2B"
"39456","SALTA",3066,"DIPUTADO","PROPUESTA SALTENA",5,"1",2007,"2B"
"39464","SALTA",3066,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",117,"1",2007,"2B"
"39465","SALTA",3066,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",40,"1",2007,"2B"
"39468","SALTA",3066,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"2B"
"39469","SALTA",3066,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"2B"
"39472","SALTA",3066,"GOBERNADOR","CONCERTACION SALTENA",8,"1",2007,"2B"
"39473","SALTA",3066,"DIPUTADO","CONCERTACION SALTENA",9,"1",2007,"2B"
"39485","SALTA",3066,"GOBERNADOR","VOTOS EN BLANCO",22,"1",2007,"2B"
"39486","SALTA",3066,"DIPUTADO","VOTOS EN BLANCO",72,"1",2007,"2B"
"39519","GENERAL PIZARRO",3514,"GOBERNADOR","PJ - FRE.JU.VI.",119,"0",2007,"22E"
"39520","GENERAL PIZARRO",3514,"SENADOR","PJ - FRE.JU.VI.",72,"0",2007,"22E"
"39528","GENERAL PIZARRO",3514,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"22E"
"39535","GENERAL PIZARRO",3514,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"22E"
"39558","GENERAL PIZARRO",3514,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"22E"
"39559","GENERAL PIZARRO",3514,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",67,"0",2007,"22E"
"39562","GENERAL PIZARRO",3514,"GOBERNADOR","PARTIDO DEL OBRERO",1,"0",2007,"22E"
"39563","GENERAL PIZARRO",3514,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"22E"
"39566","GENERAL PIZARRO",3514,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"22E"
"39571","GENERAL PIZARRO",3514,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",53,"0",2007,"22E"
"39572","GENERAL PIZARRO",3514,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",38,"0",2007,"22E"
"39575","GENERAL PIZARRO",3514,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"22E"
"39576","GENERAL PIZARRO",3514,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"22E"
"39577","GENERAL PIZARRO",3514,"SENADOR","CONCERTACION SALTENA",0,"0",2007,"22E"
"39587","GENERAL PIZARRO",3514,"GOBERNADOR","VOTOS EN BLANCO",9,"0",2007,"22E"
"39588","GENERAL PIZARRO",3514,"SENADOR","VOTOS EN BLANCO",5,"0",2007,"22E"
"39603","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","PJ - FRE.JU.VI.",29,"0",2007,"28C"
"39604","RIVADAVIA BANDA NORTE",1524,"SENADOR","PJ - FRE.JU.VI.",30,"0",2007,"28C"
"39612","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"28C"
"39619","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"28C"
"39620","RIVADAVIA BANDA NORTE",1524,"SENADOR","FRENTE GRANDE",31,"0",2007,"28C"
"39645","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"28C"
"39647","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"28C"
"39649","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"28C"
"39652","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"28C"
"39657","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",34,"0",2007,"28C"
"39658","RIVADAVIA BANDA NORTE",1524,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",2,"0",2007,"28C"
"39661","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"28C"
"39662","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","CONCERTACION SALTENA",1,"0",2007,"28C"
"39672","RIVADAVIA BANDA NORTE",1524,"GOBERNADOR","VOTOS EN BLANCO",4,"0",2007,"28C"
"39673","RIVADAVIA BANDA NORTE",1524,"SENADOR","VOTOS EN BLANCO",5,"0",2007,"28C"
"39724","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","PJ - FRE.JU.VI.",14,"0",2007,"28D"
"39725","RIVADAVIA BANDA NORTE",1525,"SENADOR","PJ - FRE.JU.VI.",13,"0",2007,"28D"
"39733","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"28D"
"39740","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"28D"
"39741","RIVADAVIA BANDA NORTE",1525,"SENADOR","FRENTE GRANDE",23,"0",2007,"28D"
"39766","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"28D"
"39768","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","PARTIDO DEL OBRERO",1,"0",2007,"28D"
"39770","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"28D"
"39773","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"28D"
"39778","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",27,"0",2007,"28D"
"39779","RIVADAVIA BANDA NORTE",1525,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",3,"0",2007,"28D"
"39782","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"28D"
"39783","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","CONCERTACION SALTENA",1,"0",2007,"28D"
"39793","RIVADAVIA BANDA NORTE",1525,"GOBERNADOR","VOTOS EN BLANCO",0,"0",2007,"28D"
"39794","RIVADAVIA BANDA NORTE",1525,"SENADOR","VOTOS EN BLANCO",4,"0",2007,"28D"
"39827","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","PJ - FRE.JU.VI.",98,"0",2007,"28F"
"39828","RIVADAVIA BANDA NORTE",1528,"SENADOR","PJ - FRE.JU.VI.",101,"0",2007,"28F"
"39836","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"28F"
"39843","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"28F"
"39844","RIVADAVIA BANDA NORTE",1528,"SENADOR","FRENTE GRANDE",65,"0",2007,"28F"
"39851","SAN LORENZO",3307,"GOBERNADOR","PJ - FRE.JU.VI.",145,"1",2007,"4C"
"39852","SAN LORENZO",3307,"DIPUTADO","PJ - FRE.JU.VI.",100,"1",2007,"4C"
"39857","SAN LORENZO",3307,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",0,"1",2007,"4C"
"39861","SAN LORENZO",3307,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",31,"1",2007,"4C"
"39862","SAN LORENZO",3307,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"4C"
"39863","SAN LORENZO",3307,"DIPUTADO","PARTIDO HUMANISTA",0,"1",2007,"4C"
"39870","SAN LORENZO",3307,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"4C"
"39871","SAN LORENZO",3307,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"4C"
"39872","SAN LORENZO",3307,"DIPUTADO","FRENTE GRANDE",13,"1",2007,"4C"
"39903","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"28F"
"39905","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"28F"
"39907","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"28F"
"39910","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"28F"
"39915","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",67,"0",2007,"28F"
"39916","RIVADAVIA BANDA NORTE",1528,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",2,"0",2007,"28F"
"39919","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"28F"
"39920","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"28F"
"39930","RIVADAVIA BANDA NORTE",1528,"GOBERNADOR","VOTOS EN BLANCO",6,"0",2007,"28F"
"39931","RIVADAVIA BANDA NORTE",1528,"SENADOR","VOTOS EN BLANCO",3,"0",2007,"28F"
"39985","SALTA",1083,"GOBERNADOR","PJ - FRE.JU.VI.",124,"1",2007,"2F"
"39986","SALTA",1083,"DIPUTADO","PJ - FRE.JU.VI.",75,"1",2007,"2F"
"39991","SALTA",1083,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",3,"1",2007,"2F"
"39997","SALTA",1083,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",38,"1",2007,"2F"
"39999","SALTA",1083,"GOBERNADOR","PARTIDO HUMANISTA",1,"1",2007,"2F"
"40000","SALTA",1083,"DIPUTADO","PARTIDO HUMANISTA",1,"1",2007,"2F"
"40009","SALTA",1083,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"2F"
"40010","SALTA",1083,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"2F"
"40013","SALTA",1083,"DIPUTADO","FRENTE GRANDE",22,"1",2007,"2F"
"40030","GENERAL GUEMES",3456,"GOBERNADOR","PJ - FRE.JU.VI.",30,"0",2007,"14A"
"40031","GENERAL GUEMES",3456,"DIPUTADO","PJ - FRE.JU.VI.",18,"0",2007,"14A"
"40039","GENERAL GUEMES",3456,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"14A"
"40046","GENERAL GUEMES",3456,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"14A"
"40047","GENERAL GUEMES",3456,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"14A"
"40050","GENERAL GUEMES",3456,"DIPUTADO","FRENTE GRANDE",0,"0",2007,"14A"
"40075","GENERAL GUEMES",3456,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"14A"
"40076","GENERAL GUEMES",3456,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"14A"
"40079","GENERAL GUEMES",3456,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",22,"0",2007,"14A"
"40080","GENERAL GUEMES",3456,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"14A"
"40081","GENERAL GUEMES",3456,"DIPUTADO","PARTIDO DEL OBRERO",0,"0",2007,"14A"
"40083","GENERAL GUEMES",3456,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"14A"
"40086","GENERAL GUEMES",3456,"GOBERNADOR","PROPUESTA SALTENA",2,"0",2007,"14A"
"40087","GENERAL GUEMES",3456,"DIPUTADO","PROPUESTA SALTENA",1,"0",2007,"14A"
"40096","GENERAL GUEMES",3456,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",16,"0",2007,"14A"
"40097","GENERAL GUEMES",3456,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",0,"0",2007,"14A"
"40099","GENERAL GUEMES",3456,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"14A"
"40100","GENERAL GUEMES",3456,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",4,"0",2007,"14A"
"40101","GENERAL GUEMES",3456,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"14A"
"40102","GENERAL GUEMES",3456,"DIPUTADO","CONCERTACION SALTENA",0,"0",2007,"14A"
"40114","GENERAL GUEMES",3456,"GOBERNADOR","VOTOS EN BLANCO",4,"0",2007,"14A"
"40115","GENERAL GUEMES",3456,"DIPUTADO","VOTOS EN BLANCO",8,"0",2007,"14A"
"40148","GENERAL GUEMES",3454,"GOBERNADOR","PJ - FRE.JU.VI.",139,"0",2007,"12C"
"40149","GENERAL GUEMES",3454,"DIPUTADO","PJ - FRE.JU.VI.",118,"0",2007,"12C"
"40157","GENERAL GUEMES",3454,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"12C"
"40164","GENERAL GUEMES",3454,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"12C"
"40165","GENERAL GUEMES",3454,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"12C"
"40168","GENERAL GUEMES",3454,"DIPUTADO","FRENTE GRANDE",32,"0",2007,"12C"
"40177","SAN LORENZO",3307,"DIPUTADO","CORRIENTE PATRIA LIBRE",15,"1",2007,"4C"
"40185","SAN LORENZO",3307,"DIPUTADO","UNION VICTORIA POPULAR",0,"1",2007,"4C"
"40188","SAN LORENZO",3307,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"4C"
"40189","SAN LORENZO",3307,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"4C"
"40190","SAN LORENZO",3307,"GOBERNADOR","PARTIDO DEL OBRERO",2,"1",2007,"4C"
"40191","SAN LORENZO",3307,"DIPUTADO","PARTIDO DEL OBRERO",3,"1",2007,"4C"
"40194","SAN LORENZO",3307,"DIPUTADO","VECINOS UNIDOS",0,"1",2007,"4C"
"40195","SAN LORENZO",3307,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"1",2007,"4C"
"40196","SAN LORENZO",3307,"DIPUTADO","PARTIDO NUEVA GENERACION",1,"1",2007,"4C"
"40199","SAN LORENZO",3307,"GOBERNADOR","PROPUESTA SALTENA",94,"1",2007,"4C"
"40200","SAN LORENZO",3307,"DIPUTADO","PROPUESTA SALTENA",124,"1",2007,"4C"
"40207","SAN LORENZO",3307,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",76,"1",2007,"4C"
"40208","SAN LORENZO",3307,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",13,"1",2007,"4C"
